CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
AXEL CLOTHING LTD,12625242,,,64 MONKS LANE,,CREWE,,ENGLAND,CW1 3PQ,Private Limited Company,Active,United Kingdom,,27-05-2020,31,5,29-02-2024,31-05-2022,TOTAL EXEMPTION FULL,24-06-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12625242,,,,,,,,,,,,,,,,,,,,,09-06-2023,26-05-2022
AXELL SPORTSWEAR LTD,11861169,,,14 THE PYGHTLE,,WELLINGBOROUGH,,ENGLAND,NN8 4RP,Private Limited Company,Active,United Kingdom,,05-03-2019,29,2,30-11-2023,28-02-2022,DORMANT,02-04-2020,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11861169,,,,,,,,,,,,,,,,,,,,,23-09-2023,09-09-2022
AXELLE DUFRESNE LTD,13865432,,,14 MELVILLE ROAD,,HOVE,,ENGLAND,BN3 1TH,Private Limited Company,Active,United Kingdom,,22-01-2022,31,1,22-10-2023,,NO ACCOUNTS FILED,19-02-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13865432,,,,,,,,,,,,,,,,,,,,,04-02-2023,
AXHOLME INTERIORS LIMITED,3620011,,,C/O THE OFFICES OF SIKE & CO LIMITED 1ST FLOOR CONSORT HOUSE,WATERDALE,DONCASTER,SOUTH YORKSHIRE,,DN1 3HR,Private Limited Company,Liquidation,United Kingdom,,21-08-1998,31,3,31-12-2013,31-03-2012,TOTAL EXEMPTION SMALL,29-08-2014,01-08-2013,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/03620011,,,,,,,,,,,,,,,,,,,,,15-08-2016,
AXL CLOTHING LTD,13975231,,,86-90 PAUL STREET,,LONDON,ENGLAND,UNITED KINGDOM,EC2A 4NE,Private Limited Company,Active,United Kingdom,,14-03-2022,31,3,14-12-2023,,NO ACCOUNTS FILED,11-04-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13975231,,,,,,,,,,,,,,,,,,,,,27-03-2023,
AXOAY LTD,13957447,,,114 WHITECHAPEL HIGH STREET,,LONDON,,ENGLAND,E1 7PT,Private Limited Company,Active,United Kingdom,,05-03-2022,31,3,05-12-2023,,NO ACCOUNTS FILED,02-04-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47721 - Retail sale of footwear in specialised stores,47910 - Retail sale via mail order houses or via Internet,,0,0,http://business.data.gov.uk/id/company/13957447,,,,,,,,,,,,,,,,,,,,,18-03-2023,
AXON EUROPE LTD,11825582,,,1ST FLOOR,30 CHARING CROSS ROAD,LONDON,,UNITED KINGDOM,WC2H 0DB,Private Limited Company,Active,United Kingdom,,13-02-2019,28,2,30-11-2023,28-02-2022,DORMANT,12-03-2020,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11825582,,,,,,,,,,,,,,,,,,,,,21-02-2023,07-02-2022
AXP ANGES ET PECHEURS LTD,11233153,,,20-22 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,05-03-2018,31,3,31-12-2023,31-03-2022,TOTAL EXEMPTION FULL,02-04-2019,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11233153,,,,,,,,,,,,,,,,,,,,,13-03-2023,27-02-2022
AXSANA SAREES UK LIMITED,10132789,,,30 EALING ROAD,,WEMBLEY,,ENGLAND,HA0 4TL,Private Limited Company,Active,United Kingdom,,19-04-2016,30,4,31-01-2023,30-04-2021,MICRO ENTITY,17-05-2017,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/10132789,,,,,,,,,,,,,,,,,,,,,02-05-2023,18-04-2022
AXUM CLOTHING LTD,12248254,,,19 SILVERDALE ROAD,ST PAULS CRAY,ORPINGTON,KENT,UNITED KINGDOM,BR5 2LU,Private Limited Company,Active,United Kingdom,,07-10-2019,31,10,31-07-2023,31-10-2021,MICRO ENTITY,04-11-2020,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,"47820 - Retail sale via stalls and markets of textiles, clothing and footwear",47910 - Retail sale via mail order houses or via Internet,,0,0,http://business.data.gov.uk/id/company/12248254,,,,,,,,,,,,,,,,,,,,,20-10-2023,06-10-2022
AXUS CROP LTD,14225021,,,27 OLD GLOUCESTER STREET,,LONDON,,UNITED KINGDOM,WC1N 3AX,Private Limited Company,Active,United Kingdom,,11-07-2022,31,7,11-04-2024,,NO ACCOUNTS FILED,08-08-2023,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,47540 - Retail sale of electrical household appliances in specialised stores,"47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",47710 - Retail sale of clothing in specialised stores,0,0,http://business.data.gov.uk/id/company/14225021,,,,,,,,,,,,,,,,,,,,,24-07-2023,
AYA BOUTIQUE LTD,9097527,,,298 HIGH STREET,,DORKING,SURREY,UNITED KINGDOM,RH4 1QX,Private Limited Company,Active,United Kingdom,,23-06-2014,31,3,31-12-2022,31-03-2021,MICRO ENTITY,21-07-2017,23-06-2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/09097527,,,,,,,,,,,,,,,,,,,,,19-11-2022,05-11-2021
AYA BUSINESSES LIMITED,14429080,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,19-10-2022,31,10,19-07-2024,,NO ACCOUNTS FILED,16-11-2023,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,47610 - Retail sale of books in specialised stores,"47820 - Retail sale via stalls and markets of textiles, clothing and footwear","47990 - Other retail sale not in stores, stalls or markets",0,0,http://business.data.gov.uk/id/company/14429080,,,,,,,,,,,,,,,,,,,,,01-11-2023,
AYA FUSION DESIGNS LIMITED,14438340,,,5 GOODWINS COURT,,LONDON,,ENGLAND,WC2N 4LL,Private Limited Company,Active,United Kingdom,,24-10-2022,31,10,24-07-2024,,NO ACCOUNTS FILED,21-11-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14438340,,,,,,,,,,,,,,,,,,,,,06-11-2023,
AYAAN FABRICS LTD,4163995,,,WATERGATES BUILDING,109 COLEMAN ROAD,LEICESTER,,,LE5 4LE,Private Limited Company,Active,United Kingdom,,20-02-2001,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,20-03-2017,20-02-2016,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/04163995,26-06-2014,DECENT FASHIONS LIMITED,,,,,,,,,,,,,,,,,,,26-11-2023,12-11-2022
AYAH & ALIZE ATELIER LTD,13790805,,,44 LARKSPUR,,GATESHEAD,,UNITED KINGDOM,NE9 6SA,Private Limited Company,Active,United Kingdom,,09-12-2021,31,12,09-09-2023,,NO ACCOUNTS FILED,06-01-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13790805,,,,,,,,,,,,,,,,,,,,,22-12-2022,
AYAH AMIN LTD,14421116,,,29 DOGGETTS WAY,,ST. ALBANS,,ENGLAND,AL1 2NF,Private Limited Company,Active,United Kingdom,,16-10-2022,31,10,16-07-2024,,NO ACCOUNTS FILED,13-11-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14421116,,,,,,,,,,,,,,,,,,,,,29-10-2023,
AYAH COUTURE LIMITED,8870048,,,71 CHESTNUT AVENUE,,BUCKHURST HILL,ESSEX,ENGLAND,IG9 6EP,Private Limited Company,Active,United Kingdom,,30-01-2014,31,1,31-10-2023,31-01-2022,MICRO ENTITY,27-02-2017,30-01-2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,"47990 - Other retail sale not in stores, stalls or markets",,,0,0,http://business.data.gov.uk/id/company/08870048,,,,,,,,,,,,,,,,,,,,,16-12-2022,02-12-2021
AYAH MODESQUE LTD,14182281,,79269,79269 FLAT 130,,LONDON,,UNITED KINGDOM,SE16 9HH,Private Limited Company,Active,United Kingdom,,20-06-2022,30,6,20-03-2024,,NO ACCOUNTS FILED,18-07-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14182281,,,,,,,,,,,,,,,,,,,,,03-07-2023,
AYAM SET LIMITED,13344660,,,29A CARNABY STREET 29A CARNABY STREET,FLAT 2,LONDON,,ENGLAND,W1F 7DH,Private Limited Company,Active,United Kingdom,,19-04-2021,30,4,31-01-2024,30-04-2022,MICRO ENTITY,17-05-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/13344660,06-12-2021,AYAM CLOTHING LIMITED,,,,,,,,,,,,,,,,,,,02-05-2023,18-04-2022
AYAN APPAREL LTD,13695432,,,"FLAT 57, HOWCROFT HOUSE",BENWORTH STREET,LONDON,,UNITED KINGDOM,E3 2AU,Private Limited Company,Active,United Kingdom,,21-10-2021,31,10,21-07-2023,,NO ACCOUNTS FILED,18-11-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13695432,,,,,,,,,,,,,,,,,,,,,03-11-2022,
AYANA BRIDAL LTD,NI658606,,,29 MOUNT PLEASANT,,DERRY,DERRY,UNITED KINGDOM,BT48 8NW,Private Limited Company,Active,United Kingdom,,29-01-2019,31,1,31-01-2023,31-01-2021,MICRO ENTITY,26-02-2020,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/NI658606,,,,,,,,,,,,,,,,,,,,,11-02-2023,28-01-2022
AYAT B WARDROBE LTD,11819769,,,13 WESTMINSTER PLACE,,BRADFORD,,UNITED KINGDOM,BD3 0HH,Private Limited Company,Active,United Kingdom,,11-02-2019,28,2,28-02-2023,28-02-2021,MICRO ENTITY,10-03-2020,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11819769,,,,,,,,,,,,,,,,,,,,,12-01-2023,29-12-2021
AYC LDN LTD,14394082,,,114 HIGH ROAD LEYTON,,LONDON,,ENGLAND,E15 2BX,Private Limited Company,Active,United Kingdom,,03-10-2022,31,10,03-07-2024,,NO ACCOUNTS FILED,31-10-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14394082,,,,,,,,,,,,,,,,,,,,,16-10-2023,
AYDENZ CLOTHING LTD,11175789,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,ENGLAND,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,29-01-2018,31,1,31-10-2023,31-01-2022,DORMANT,26-02-2019,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47721 - Retail sale of footwear in specialised stores,"47820 - Retail sale via stalls and markets of textiles, clothing and footwear",47910 - Retail sale via mail order houses or via Internet,0,0,http://business.data.gov.uk/id/company/11175789,,,,,,,,,,,,,,,,,,,,,11-02-2023,28-01-2022
AYEM LONDON LTD,13992717,,,JIBRAN LUDHI 26 WATERSIDE CLOSE,BIRMINGHAM,BIRMINGHAM,WEST MIDLANDS,UNITED KINGDOM,B9 4QJ,Private Limited Company,Active,United Kingdom,,21-03-2022,31,3,21-12-2023,,NO ACCOUNTS FILED,18-04-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13992717,,,,,,,,,,,,,,,,,,,,,03-04-2023,
AYESHA BOUTIQUE TRADING LIMITED,13402350,,,20 WELLINGTON ROAD,,OLDHAM,,ENGLAND,OL8 1RU,Private Limited Company,Active,United Kingdom,,17-05-2021,31,5,29-02-2024,31-05-2022,DORMANT,14-06-2022,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,47710 - Retail sale of clothing in specialised stores,47770 - Retail sale of watches and jewellery in specialised stores,47910 - Retail sale via mail order houses or via Internet,0,0,http://business.data.gov.uk/id/company/13402350,,,,,,,,,,,,,,,,,,,,,30-05-2023,16-05-2022
AYESHAZ MIX LTD,11995017,,,152-160 CITY ROAD,,LONDON,,ENGLAND,EC1V 2NX,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,14-05-2019,31,5,14-05-2021,,NO ACCOUNTS FILED,11-06-2020,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11995017,,,,,,,,,,,,,,,,,,,,,27-05-2021,13-05-2020
AYLA BRIDAL BOUTIQUE LTD,14060841,,,FLAT 4 AMILCAR CABRAL COURT,1 PORTEUS ROAD,LONDON,,ENGLAND,W2 1AB,Private Limited Company,Active,United Kingdom,,21-04-2022,30,4,21-01-2024,,NO ACCOUNTS FILED,19-05-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14060841,,,,,,,,,,,,,,,,,,,,,04-05-2023,
AYLA SWIM LTD.,11297809,,,13 LINDEN AVENUE,,LONDON,,ENGLAND,NW10 5QY,Private Limited Company,Active,United Kingdom,,07-04-2018,30,4,31-01-2024,30-04-2022,MICRO ENTITY,05-05-2019,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11297809,01-05-2018,KAYA THE LABEL LTD,,,,,,,,,,,,,,,,,,,20-04-2023,06-04-2022
AYMSK LIMITED,13696518,,,11 DOWNSIDE,,BEDFORD,,ENGLAND,MK41 9JA,Private Limited Company,Active,United Kingdom,,21-10-2021,31,10,21-07-2023,,NO ACCOUNTS FILED,18-11-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,59112 - Video production activities,74100 - specialised design activities,74201 - Portrait photographic activities,0,0,http://business.data.gov.uk/id/company/13696518,,,,,,,,,,,,,,,,,,,,,07-11-2023,24-10-2022
AYNAH LTD,12934841,,,64 VICTORIA AVENUE,,ROMFORD,ESSEX,ENGLAND,RM5 2QD,Private Limited Company,Active,United Kingdom,,07-10-2020,31,10,31-07-2023,31-10-2021,MICRO ENTITY,04-11-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12934841,,,,,,,,,,,,,,,,,,,,,20-10-2023,06-10-2022
AYOKA DESIGN LTD,13708180,,,49 ALLT-YR-YN CLOSE,,NEWPORT,,WALES,NP20 5EE,Private Limited Company,Active,United Kingdom,,27-10-2021,31,10,27-07-2023,,NO ACCOUNTS FILED,24-11-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13708180,,,,,,,,,,,,,,,,,,,,,09-11-2022,
AYONENATION LTD,14420842,,,21 OLD LANE,,MANCHESTER,GREATER MANCHESTER,UNITED KINGDOM,M11 1BE,Private Limited Company,Active,United Kingdom,,16-10-2022,31,10,16-07-2024,,NO ACCOUNTS FILED,13-11-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14420842,,,,,,,,,,,,,,,,,,,,,29-10-2023,
AYOOSHA LTD,14320540,,,THE OLD LIBRARY,UNIVERSITY OF SOUTH WALES I2I BUILDING,PONTYPRIDD,,UNITED KINGDOM,CF37 3DY,Private Limited Company,Active,United Kingdom,,26-08-2022,31,8,26-05-2024,,NO ACCOUNTS FILED,23-09-2023,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14320540,,,,,,,,,,,,,,,,,,,,,08-09-2023,
AYOU CO LIMITED,14110290,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,16-05-2022,31,5,16-02-2024,,NO ACCOUNTS FILED,13-06-2023,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,47770 - Retail sale of watches and jewellery in specialised stores,"47810 - Retail sale via stalls and markets of food, beverages and tobacco products",62020 - Information technology consultancy activities,0,0,http://business.data.gov.uk/id/company/14110290,,,,,,,,,,,,,,,,,,,,,29-05-2023,
AYRELA LIMITED,13803241,,,C/O MERCER & HOLE TRINITY COURT,CHURCH STREET,RICKMANSWORTH,,UNITED KINGDOM,WD3 1RT,Private Limited Company,Active,United Kingdom,,15-12-2021,31,12,15-09-2023,,NO ACCOUNTS FILED,12-01-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,77299 - Renting and leasing of other personal and household goods,,,0,0,http://business.data.gov.uk/id/company/13803241,,,,,,,,,,,,,,,,,,,,,28-12-2022,
AYRSHIRE SCHOOLWEAR LIMITED,SC558743,,,ADVANTAGE ACCOUNTING (SCOTLAND) LIMITED PAVILLION 2,MINERVA WAY,GLASGOW,,SCOTLAND,G3 8AU,Private Limited Company,Active,United Kingdom,,24-02-2017,31,3,31-12-2022,31-03-2021,MICRO ENTITY,24-03-2018,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/SC558743,05-06-2017,AYRSHIRE SCHOOLWEAR SUPPLIES LIMITED,,,,,,,,,,,,,,,,,,,09-03-2023,23-02-2022
AYSHA BOUTIQUE LTD,13049741,,,84 HIGH ROAD LEYTON,,LONDON,,ENGLAND,E15 2BP,Private Limited Company,Active,United Kingdom,,30-11-2020,30,11,31-08-2023,30-11-2021,TOTAL EXEMPTION FULL,28-12-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13049741,,,,,,,,,,,,,,,,,,,,,13-12-2022,29-11-2021
AYSHA NAZIR LTD,12171749,,,378 LITTLE HORTON LANE,,BRADFORD,WEST YORKSHIRE,UNITED KINGDOM,BD5 0NX,Private Limited Company,Active,United Kingdom,,23-08-2019,31,8,31-05-2023,31-08-2021,MICRO ENTITY,20-09-2020,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12171749,,,,,,,,,,,,,,,,,,,,,05-09-2023,22-08-2022
AYSHABOUTIQUEE LTD,14124156,,,84 HIGH ROAD LEYTON,,LONDON,,UNITED KINGDOM,E15 2BP,Private Limited Company,Active,United Kingdom,,23-05-2022,31,5,23-02-2024,,NO ACCOUNTS FILED,20-06-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14124156,,,,,,,,,,,,,,,,,,,,,05-06-2023,
AYSHIN LIMITED,6279870,,,184 HIGH STREET,,BECKENHAM,,ENGLAND,BR3 1EN,Private Limited Company,Active,United Kingdom,,14-06-2007,30,6,31-03-2023,30-06-2021,TOTAL EXEMPTION FULL,12-07-2017,14-06-2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/06279870,,,,,,,,,,,,,,,,,,,,,28-06-2023,14-06-2022
AYZAN MENSWEAR LTD,13743817,,,27C WHITE ABBEY ROAD,,BRADFORD,,UNITED KINGDOM,BD8 8EJ,Private Limited Company,Active,United Kingdom,,15-11-2021,30,11,15-08-2023,,NO ACCOUNTS FILED,13-12-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13743817,,,,,,,,,,,,,,,,,,,,,28-11-2023,14-11-2022
AZ MANMADE COMPANY,11201251,,,483 GREEN LANES,,LONDON,,UNITED KINGDOM,N13 4BS,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,12-02-2018,28,2,30-11-2023,28-02-2022,MICRO ENTITY,12-03-2019,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,74100 - specialised design activities,,,0,0,http://business.data.gov.uk/id/company/11201251,,,,,,,,,,,,,,,,,,,,,25-02-2023,11-02-2022
AZ OUTLET UK LTD,12816082,,,106 FURNIVAL ROAD,,MANCHESTER,,ENGLAND,M18 8DQ,Private Limited Company,Active,United Kingdom,,16-08-2020,31,8,31-05-2023,31-08-2021,UNAUDITED ABRIDGED,13-09-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12816082,28-11-2022,AZ PERSONAL SHOPPING LTD,,,,,,,,,,,,,,,,,,,29-08-2023,15-08-2022
AZ STUDIOS LIMITED,12687247,,,2-8 GAMES ROAD,WOODGATE HOUSE,BARNET,,ENGLAND,EN4 9HN,Private Limited Company,Active,United Kingdom,,20-06-2020,30,6,31-03-2023,30-06-2021,MICRO ENTITY,18-07-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12687247,15-06-2021,MM APPAREL LTD,,,,,,,,,,,,,,,,,,,03-07-2023,19-06-2022
AZ STYLE LTD,12382462,,,UNIT 34 BROUGHTON STREET,SECOND FLOOR ROOM 2,MANCHESTER,,UNITED KINGDOM,M8 8NN,Private Limited Company,Active,United Kingdom,,02-01-2020,31,1,31-10-2023,31-01-2022,MICRO ENTITY,30-01-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12382462,,,,,,,,,,,,,,,,,,,,,15-01-2023,01-01-2022
AZ.I.AM LIMITED,13772285,,,52 MANWOOD ROAD,,LONDON,,ENGLAND,SE4 1SB,Private Limited Company,Active,United Kingdom,,29-11-2021,30,11,29-08-2023,,NO ACCOUNTS FILED,27-12-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13772285,,,,,,,,,,,,,,,,,,,,,12-12-2022,
AZAGURY FINDS LIMITED,13433468,,,OFFICE 2 TWEED HOUSE,PARK LANE,SWANLEY,KENT,UNITED KINGDOM,BR8 8DT,Private Limited Company,Active,United Kingdom,,02-06-2021,30,6,02-03-2023,,NO ACCOUNTS FILED,30-06-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13433468,,,,,,,,,,,,,,,,,,,,,15-06-2023,01-06-2022
AZAGURY LIMITED,8566424,,,DEVONSHIRE HOUSE,MANOR WAY,BOREHAMWOOD,HERTFORDSHIRE,,WD6 1QQ,Private Limited Company,Liquidation,United Kingdom,,12-06-2013,30,9,30-09-2020,30-09-2018,MICRO ENTITY,10-07-2017,12-06-2016,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/08566424,13-06-2013,AZAGURY NEW LIMITED,,,,,,,,,,,,,,,,,,,26-06-2021,12-06-2020
AZALEE LTD,12858684,,,OFFICE 7,35-37 LUDGATE HILL,LONDON,,UNITED KINGDOM,EC4M 7JN,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,04-09-2020,30,9,30-06-2023,30-09-2021,DORMANT,02-10-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/12858684,17-12-2020,LAÃLAÃ LTD,25-11-2020,ALAIA THE LABEL LTD,,,,,,,,,,,,,,,,,17-09-2022,03-09-2021
AZALLEA UK LIMITED,13871530,,,45 BERKELEY SQUARE,,LONDON,,ENGLAND,W1J 5AS,Private Limited Company,Active,United Kingdom,,25-01-2022,31,1,25-10-2023,,NO ACCOUNTS FILED,22-02-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/13871530,,,,,,,,,,,,,,,,,,,,,07-02-2023,
AZARIN LTD,14148765,,,8 DE COUBERTIN STREET,,LONDON,,ENGLAND,E20 1AE,Private Limited Company,Active,United Kingdom,,04-06-2022,30,6,04-03-2024,,NO ACCOUNTS FILED,02-07-2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/14148765,,,,,,,,,,,,,,,,,,,,,17-06-2023,
AZATTI LTD,13456012,,,37 BROOK STREET,,LUTON,,ENGLAND,LU3 1DS,Private Limited Company,Active,United Kingdom,,15-06-2021,30,6,31-03-2024,30-06-2022,MICRO ENTITY,13-07-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13456012,,,,,,,,,,,,,,,,,,,,,31-07-2023,17-07-2022
AZEEM TEXTILES LIMITED,6904787,,,95 OLDHAM ROAD,,ROCHDALE,LANCASHIRE,,OL16 5QR,Private Limited Company,Active,United Kingdom,,13-05-2009,31,5,29-02-2024,31-05-2022,MICRO ENTITY,10-06-2017,13-05-2016,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/06904787,,,,,,,,,,,,,,,,,,,,,02-10-2023,18-09-2022
AZELUS LTD,13475548,,,6 NEW FOREST ROAD,BROOKLANDS,MANCHESTER,,ENGLAND,M23 9JU,Private Limited Company,Active,United Kingdom,,24-06-2021,30,6,24-03-2023,,NO ACCOUNTS FILED,22-07-2022,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13475548,,,,,,,,,,,,,,,,,,,,,07-07-2023,23-06-2022
AZENO LTD,13036155,,,54 HASLEMERE ROAD,,SOUTHSEA,,ENGLAND,PO4 8AZ,Private Limited Company,Active,United Kingdom,,23-11-2020,30,11,31-08-2023,30-11-2021,DORMANT,21-12-2021,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13036155,,,,,,,,,,,,,,,,,,,,,06-12-2022,22-11-2021
AZER CLO LTD,11810202,,,1-7 BENT STREET,,MANCHESTER,,UNITED KINGDOM,M8 8NF,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,06-02-2019,31,1,31-10-2021,31-01-2020,DORMANT,05-03-2020,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11810202,,,,,,,,,,,,,,,,,,,,,18-02-2022,04-02-2021
